code	diagnosis_category
0392	misc_bacterial
0393	misc_bacterial
0394	misc_bacterial
0398	misc_bacterial
0399	misc_bacterial
0400	misc_bacterial
0401	misc_bacterial
0402	misc_bacterial
0403	misc_bacterial
04041	misc_bacterial
04042	misc_bacterial
04081	misc_bacterial
04082	misc_bacterial
04089	misc_bacterial
04100	misc_bacterial
04101	misc_bacterial
04102	misc_bacterial
04103	misc_bacterial
04104	misc_bacterial
04105	misc_bacterial
04109	misc_bacterial
04110	misc_bacterial
04111	misc_bacterial
04112	misc_bacterial
04119	misc_bacterial
0412	misc_bacterial
0413	misc_bacterial
04141	misc_bacterial
04142	misc_bacterial
04143	misc_bacterial
04149	misc_bacterial
0415	misc_bacterial
0416	misc_bacterial
0417	misc_bacterial
04181	misc_bacterial
04182	misc_bacterial
04183	misc_bacterial
04184	misc_bacterial
04185	misc_bacterial
04186	misc_bacterial
04189	misc_bacterial
0419	misc_bacterial
042	misc_t3
04500	misc_t3
04501	misc_t3
04502	misc_t3
04503	misc_t3
04510	misc_t3
04511	misc_t3
04512	misc_t3
04513	misc_t3
04520	misc_t3
04521	misc_t3
04522	misc_t3
04523	misc_t3
04590	misc_t3
04591	misc_t3
04592	misc_t3
04593	misc_t3
0460	misc_t3
04611	misc_t3
04619	misc_t3
0462	misc_t3
0463	misc_t3
04671	misc_t3
04672	misc_t3
04679	misc_t3
0468	misc_t3
0469	misc_t3
0470	misc_t3
0471	misc_t3
0478	misc_t3
0479	misc_t3
048	misc_t3
0490	misc_t3
0491	misc_t3
0498	misc_t3
0499	misc_t3
0500	misc_t3
0501	misc_t3
0502	misc_t3
0509	misc_t3
05101	misc_t3
05102	misc_t3
0511	misc_t3
0512	misc_t3
0519	misc_t3
0520	misc_t3
0521	misc_t3
0522	misc_t3
0527	misc_t3
0528	misc_t3
0529	misc_t3
0530	misc_t3
05310	misc_t3
05311	misc_t3
05312	misc_t3
05313	misc_t3
05314	misc_t3
05319	misc_t3
05320	misc_t3
05321	misc_t3
05322	misc_t3
05329	misc_t3
05371	misc_t3
05379	misc_t3
0538	misc_t3
0539	misc_t3
0540	misc_t3
05410	misc_t3
05411	misc_t3
05412	misc_t3
05413	misc_t3
05419	misc_t3
0542	misc_t3
0543	misc_t3
05440	misc_t3
05441	misc_t3
05442	misc_t3
05443	misc_t3
05444	misc_t3
05449	misc_t3
0545	misc_t3
0546	misc_t3
05471	misc_t3
05472	misc_t3
05473	misc_t3
05474	misc_t3
05479	misc_t3
0548	misc_t3
0549	misc_t3
0550	misc_t3
0551	misc_t3
0552	misc_t3
05571	misc_t3
05579	misc_t3
0558	misc_t3
0559	misc_t3
05600	misc_t3
05601	misc_t3
05609	misc_t3
05671	misc_t3
05679	misc_t3
0568	misc_t3
0569	misc_t3
0570	misc_t3
0578	misc_t3
0579	misc_t3
05810	misc_t3
05811	misc_t3
05812	misc_t3
05821	misc_t3
05829	misc_t3
05881	misc_t3
05882	misc_t3
05889	misc_t3
05900	misc_t3
05901	misc_t3
05909	misc_t3
05910	misc_t3
05911	misc_t3
05912	misc_t3
05919	misc_t3
05920	misc_t3
05921	misc_t3
05922	misc_t3
0598	misc_t3
0599	misc_t3
0600	misc_t3
0601	misc_t3
0609	misc_t3
061	misc_t3
0620	misc_t3
0621	misc_t3
0622	misc_t3
0623	misc_t3
0624	misc_t3
0625	misc_t3
0628	misc_t3
0629	misc_t3
0630	misc_t3
0631	misc_t3
0632	misc_t3
0638	misc_t3
0639	misc_t3
064	misc_t3
0650	misc_t3
0651	misc_t3
0652	misc_t3
0653	misc_t3
0654	misc_t3
0658	misc_t3
0659	misc_t3
0660	misc_t3
0661	misc_t3
0662	misc_t3
0663	misc_t3
06640	misc_t3
06641	misc_t3
06642	misc_t3
06649	misc_t3
0668	misc_t3
0669	misc_t3
0700	misc_bacterial
0701	misc_bacterial
07020	misc_bacterial
07021	misc_bacterial
07022	misc_bacterial
07023	misc_bacterial
07030	misc_bacterial
07031	misc_bacterial
07032	misc_bacterial
07033	misc_bacterial
07041	misc_bacterial
07042	misc_bacterial
07043	misc_bacterial
07044	misc_bacterial
07049	misc_bacterial
07051	misc_bacterial
07052	misc_bacterial
07053	misc_bacterial
07054	misc_bacterial
07059	misc_bacterial
0706	misc_bacterial
07070	misc_bacterial
07071	misc_bacterial
0709	misc_bacterial
071	misc_bacterial
0720	misc_bacterial
0721	misc_bacterial
0722	misc_bacterial
0723	misc_bacterial
07271	misc_bacterial
07272	misc_bacterial
07279	misc_bacterial
0728	misc_bacterial
0729	misc_bacterial
0730	misc_bacterial
0737	misc_bacterial
0738	misc_bacterial
0739	misc_bacterial
0740	misc_bacterial
0741	misc_bacterial
07420	misc_bacterial
07421	misc_bacterial
07422	misc_bacterial
07423	misc_bacterial
0743	misc_bacterial
0748	misc_bacterial
075	misc_bacterial
0760	misc_bacterial
0761	misc_bacterial
0769	misc_bacterial
0770	misc_bacterial
0771	misc_bacterial
0772	misc_bacterial
0773	misc_bacterial
0774	misc_bacterial
0778	misc_bacterial
07798	misc_bacterial
07799	misc_bacterial
0780	misc_bacterial
07810	misc_bacterial
07811	misc_bacterial
07812	misc_bacterial
07819	misc_bacterial
0782	misc_bacterial
0783	misc_bacterial
0784	misc_bacterial
0785	misc_bacterial
0786	misc_bacterial
0787	misc_bacterial
07881	misc_bacterial
07882	misc_bacterial
07888	misc_bacterial
07889	misc_bacterial
0790	misc_bacterial
0791	misc_bacterial
0792	misc_bacterial
0793	misc_bacterial
0794	misc_bacterial
07950	misc_bacterial
07951	misc_bacterial
07952	misc_bacterial
07953	misc_bacterial
07959	misc_bacterial
0796	misc_bacterial
07981	misc_bacterial
07982	misc_bacterial
07983	misc_bacterial
07988	misc_bacterial
07989	misc_bacterial
07998	misc_bacterial
07999	misc_bacterial
080	misc_bacterial
0810	misc_bacterial
0811	misc_bacterial
0812	misc_bacterial
0819	misc_bacterial
0820	misc_bacterial
0821	misc_bacterial
0822	misc_bacterial
0823	misc_bacterial
08240	misc_bacterial
08241	misc_bacterial
08249	misc_bacterial
0828	misc_bacterial
0829	misc_bacterial
0830	misc_bacterial
0831	misc_bacterial
0832	misc_bacterial
0838	misc_bacterial
0839	misc_bacterial
0840	misc_bacterial
0841	misc_bacterial
0842	misc_bacterial
0843	misc_bacterial
0844	misc_bacterial
0845	misc_bacterial
0846	misc_bacterial
0847	misc_bacterial
0848	misc_bacterial
0849	misc_bacterial
0850	misc_bacterial
0851	misc_bacterial
0852	misc_bacterial
0853	misc_bacterial
0854	misc_bacterial
0855	misc_bacterial
0859	misc_bacterial
0860	misc_bacterial
0861	misc_bacterial
0862	misc_bacterial
0863	misc_bacterial
0864	misc_bacterial
0865	misc_bacterial
0869	misc_bacterial
0870	misc_bacterial
0871	misc_bacterial
0879	misc_bacterial
0880	misc_bacterial
08881	misc_bacterial
08882	misc_bacterial
08889	misc_bacterial
0889	misc_bacterial
0900	misc_bacterial
0901	misc_bacterial
0902	misc_bacterial
0903	misc_bacterial
09040	misc_bacterial
09041	misc_bacterial
09042	misc_bacterial
09049	misc_bacterial
0905	misc_bacterial
0906	misc_bacterial
0907	misc_bacterial
0909	misc_bacterial
0910	misc_bacterial
0911	misc_bacterial
0912	misc_bacterial
0913	misc_bacterial
0914	misc_bacterial
09150	misc_bacterial
09151	misc_bacterial
09152	misc_bacterial
09161	misc_bacterial
09162	misc_bacterial
09169	misc_bacterial
0917	misc_bacterial
09181	misc_bacterial
09182	misc_bacterial
09189	misc_bacterial
0919	misc_bacterial
0920	misc_bacterial
0929	misc_bacterial
0930	misc_bacterial
0931	misc_bacterial
09320	misc_bacterial
09321	misc_bacterial
09322	misc_bacterial
09323	misc_bacterial
09324	misc_bacterial
09381	misc_bacterial
09382	misc_bacterial
09389	misc_bacterial
0939	misc_bacterial
0940	misc_bacterial
0941	misc_bacterial
0942	misc_bacterial
0943	misc_bacterial
09481	misc_bacterial
09482	misc_bacterial
09483	misc_bacterial
09484	misc_bacterial
09485	misc_bacterial
09486	misc_bacterial
09487	misc_bacterial
09489	misc_bacterial
0949	misc_bacterial
0950	misc_bacterial
0951	misc_bacterial
0952	misc_bacterial
0953	misc_bacterial
0954	misc_bacterial
0955	misc_bacterial
0956	misc_bacterial
0957	misc_bacterial
0958	misc_bacterial
0959	misc_bacterial
096	misc_bacterial
0970	misc_bacterial
0971	misc_bacterial
0979	misc_bacterial
0980	misc_bacterial
09810	misc_bacterial
09811	misc_bacterial
09812	misc_bacterial
09813	misc_bacterial
09814	misc_bacterial
09815	misc_bacterial
09816	misc_bacterial
09817	misc_bacterial
09819	misc_bacterial
0982	misc_bacterial
09830	misc_bacterial
09831	misc_bacterial
09832	misc_bacterial
09833	misc_bacterial
09834	misc_bacterial
09835	misc_bacterial
09836	misc_bacterial
09837	misc_bacterial
09839	misc_bacterial
09840	misc_bacterial
09841	misc_bacterial
09842	misc_bacterial
09843	misc_bacterial
09849	misc_bacterial
09850	misc_bacterial
09851	misc_bacterial
09852	misc_bacterial
09853	misc_bacterial
09859	misc_bacterial
0986	misc_bacterial
0987	misc_bacterial
09881	misc_bacterial
09882	misc_bacterial
09883	misc_bacterial
09884	misc_bacterial
09885	misc_bacterial
09886	misc_bacterial
09889	misc_bacterial
0990	misc_bacterial
0991	misc_bacterial
0992	misc_bacterial
0993	misc_bacterial
09940	misc_bacterial
09941	misc_bacterial
09949	misc_bacterial
09950	misc_bacterial
09951	misc_bacterial
09952	misc_bacterial
09953	misc_bacterial
09954	misc_bacterial
09955	misc_bacterial
09956	misc_bacterial
09959	misc_bacterial
0998	misc_bacterial
0999	misc_bacterial
1000	misc_bacterial
10081	misc_bacterial
10089	misc_bacterial
1009	misc_bacterial
101	misc_bacterial
1020	misc_bacterial
1021	misc_bacterial
1022	misc_bacterial
1023	misc_bacterial
1024	misc_bacterial
1025	misc_bacterial
1026	misc_bacterial
1027	misc_bacterial
1028	misc_bacterial
1029	misc_bacterial
1030	misc_bacterial
1031	misc_bacterial
1032	misc_bacterial
1033	misc_bacterial
1039	misc_bacterial
1040	misc_bacterial
1048	misc_bacterial
1049	misc_bacterial
1100	ssti
1101	ssti
1102	ssti
1103	ssti
1104	ssti
1105	ssti
1106	ssti
1108	ssti
1109	ssti
1110	ssti
1111	ssti
1112	ssti
1113	ssti
1118	ssti
1119	ssti
1120	misc_t3
1121	misc_t3
1122	misc_t3
1123	misc_t3
1124	misc_t3
1125	misc_t3
11281	misc_t3
11282	misc_t3
11283	misc_t3
11284	misc_t3
11285	misc_t3
11289	misc_t3
1129	misc_t3
1140	misc_t3
1141	misc_t3
1142	misc_t3
1143	misc_t3
1144	misc_t3
1145	misc_t3
1149	misc_t3
11500	misc_t3
11501	misc_t3
11502	misc_t3
11503	misc_t3
11504	misc_t3
11505	misc_t3
11509	misc_t3
11510	misc_t3
11511	misc_t3
11512	misc_t3
11513	misc_t3
11514	misc_t3
11515	misc_t3
11519	misc_t3
11590	misc_t3
11591	misc_t3
11592	misc_t3
11593	misc_t3
11594	misc_t3
11595	misc_t3
11599	misc_t3
1160	misc_t3
1161	misc_t3
1162	misc_t3
1170	misc_t3
1171	misc_t3
1172	misc_t3
1173	misc_t3
1174	misc_t3
1175	misc_t3
1176	misc_t3
1177	misc_t3
1178	misc_t3
1179	misc_t3
118	misc_t3
1200	misc_t3
1201	misc_t3
1202	misc_t3
1203	misc_t3
1208	misc_t3
1209	misc_t3
1210	misc_t3
1211	misc_t3
1212	misc_t3
1213	misc_t3
1214	misc_t3
1215	misc_t3
1216	misc_t3
1218	misc_t3
1219	misc_t3
1220	misc_t3
1221	misc_t3
1222	misc_t3
1223	misc_t3
1224	misc_t3
1225	misc_t3
1226	misc_t3
1227	misc_t3
1228	misc_t3
1229	misc_t3
1230	misc_t3
1231	misc_t3
1232	misc_t3
1233	misc_t3
1234	misc_t3
1235	misc_t3
1236	misc_t3
1238	misc_t3
1239	misc_t3
124	misc_t3
1250	misc_t3
1251	misc_t3
1252	misc_t3
1253	misc_t3
1254	misc_t3
1255	misc_t3
1256	misc_t3
1257	misc_t3
1259	misc_t3
1260	misc_t3
1261	misc_t3
1262	misc_t3
1263	misc_t3
1268	misc_t3
1269	misc_t3
1270	misc_t3
1271	misc_t3
1272	misc_t3
1273	misc_t3
1274	misc_t3
1275	misc_t3
1276	misc_t3
1277	misc_t3
1278	misc_t3
1279	misc_t3
1280	misc_t3
1281	misc_t3
1288	misc_t3
1289	misc_t3
129	misc_t3
1300	misc_bacterial
1301	misc_bacterial
1302	misc_bacterial
1303	misc_bacterial
1304	misc_bacterial
1305	misc_bacterial
1307	misc_bacterial
1308	misc_bacterial
1309	misc_bacterial
13100	misc_bacterial
13101	misc_bacterial
13102	misc_bacterial
13103	misc_bacterial
13109	misc_bacterial
1318	misc_bacterial
1319	misc_bacterial
1320	misc_bacterial
1321	misc_bacterial
1322	misc_bacterial
1323	misc_bacterial
1329	misc_bacterial
1330	misc_bacterial
1338	misc_bacterial
1339	misc_bacterial
1340	misc_bacterial
1341	misc_bacterial
1342	misc_bacterial
1348	misc_bacterial
1349	misc_bacterial
135	misc_bacterial
1360	misc_bacterial
1361	misc_bacterial
13621	misc_bacterial
13629	misc_bacterial
1363	misc_bacterial
1364	misc_bacterial
1365	misc_bacterial
1368	misc_bacterial
1369	misc_bacterial
1370	misc_bacterial
1371	misc_bacterial
1372	misc_bacterial
1373	misc_bacterial
1374	misc_bacterial
138	misc_bacterial
1390	misc_bacterial
1391	misc_bacterial
1398	misc_bacterial
1400	not_infectious
1401	not_infectious
1403	not_infectious
1404	not_infectious
1405	not_infectious
1406	not_infectious
1408	not_infectious
1409	not_infectious
1410	not_infectious
1411	not_infectious
1412	not_infectious
1413	not_infectious
1414	not_infectious
1415	not_infectious
1416	not_infectious
1418	not_infectious
1419	not_infectious
1420	not_infectious
1421	not_infectious
1422	not_infectious
1428	not_infectious
1429	not_infectious
1430	not_infectious
1431	not_infectious
1438	not_infectious
1439	not_infectious
1440	not_infectious
1441	not_infectious
1448	not_infectious
1449	not_infectious
1450	not_infectious
1451	not_infectious
1452	not_infectious
1453	not_infectious
1454	not_infectious
1455	not_infectious
1456	not_infectious
1458	not_infectious
1459	not_infectious
1460	not_infectious
1461	not_infectious
1462	not_infectious
1463	not_infectious
1464	not_infectious
1465	not_infectious
1466	not_infectious
1467	not_infectious
1468	not_infectious
1469	not_infectious
1470	not_infectious
1471	not_infectious
1472	not_infectious
1473	not_infectious
1478	not_infectious
1479	not_infectious
1480	not_infectious
1481	not_infectious
1482	not_infectious
1483	not_infectious
1488	not_infectious
1489	not_infectious
1490	not_infectious
1491	not_infectious
1498	not_infectious
1499	not_infectious
1500	not_infectious
1501	not_infectious
1502	not_infectious
1503	not_infectious
1504	not_infectious
1505	not_infectious
1508	not_infectious
1509	not_infectious
1510	not_infectious
1511	not_infectious
1512	not_infectious
1513	not_infectious
1514	not_infectious
1515	not_infectious
1516	not_infectious
1518	not_infectious
1519	not_infectious
1520	not_infectious
1521	not_infectious
1522	not_infectious
1523	not_infectious
1528	not_infectious
1529	not_infectious
1530	not_infectious
1531	not_infectious
1532	not_infectious
1533	not_infectious
1534	not_infectious
1535	not_infectious
1536	not_infectious
1537	not_infectious
1538	not_infectious
1539	not_infectious
1540	not_infectious
1541	not_infectious
1542	not_infectious
1543	not_infectious
1548	not_infectious
1550	not_infectious
1551	not_infectious
1552	not_infectious
1560	not_infectious
1561	not_infectious
1562	not_infectious
1568	not_infectious
1569	not_infectious
1570	not_infectious
1571	not_infectious
1572	not_infectious
1573	not_infectious
1574	not_infectious
1578	not_infectious
